num_res,num_rot,alpha,shots,p,ground_state,gs_found,iterations,QPU calls
4,4,1.0,500,1,1000001010000001,True,6,3000
4,4,1.0,500,1,1000001010000001,True,6,3000
4,4,1.0,500,1,1000001010000001,True,12,6000
4,4,1.0,500,1,1000001010000001,True,3,1500
